From	To	Species	Gene Name
ENSG00000105516	NM_001352	Homo sapiens	D site of albumin promoter (albumin D-box) binding protein
ENSG00000196453	NM_015694	Homo sapiens	zinc finger protein 777
ENSG00000138136	NM_006562	Homo sapiens	ladybird homeobox 1
ENSG00000180626	NM_032530	Homo sapiens	zinc finger protein 594
ENSG00000198416	NM_001032297	Homo sapiens	zinc finger protein 658 pseudogene; zinc finger protein 658B
ENSG00000136327	NM_014360	Homo sapiens	NK2 homeobox 8
ENSG00000173473	NM_003074	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
ENSG00000124664	NM_012391	Homo sapiens	SAM pointed domain containing ets transcription factor
ENSG00000108924	NM_002126	Homo sapiens	hepatic leukemia factor
ENSG00000125398	NM_000346	Homo sapiens	SRY (sex determining region Y)-box 9
ENSG00000156150	NM_006492	Homo sapiens	ALX homeobox 3
ENSG00000197054	NM_001012753	Homo sapiens	zinc finger protein 763
ENSG00000196867	NM_020828	Homo sapiens	zinc finger protein 28 homolog (mouse)
ENSG00000197050	NM_144689	Homo sapiens	zinc finger protein 420
ENSG00000133794	NM_001030273	Homo sapiens	aryl hydrocarbon receptor nuclear translocator-like
ENSG00000133794	NM_001030272	Homo sapiens	aryl hydrocarbon receptor nuclear translocator-like
ENSG00000133794	NM_001178	Homo sapiens	aryl hydrocarbon receptor nuclear translocator-like
ENSG00000155592	NM_001012981	Homo sapiens	zinc finger with KRAB and SCAN domains 2
ENSG00000163939	NM_018165	Homo sapiens	polybromo 1
ENSG00000163939	NM_018313	Homo sapiens	polybromo 1
ENSG00000163939	NM_181042	Homo sapiens	polybromo 1
ENSG00000165156	NM_007222	Homo sapiens	zinc fingers and homeoboxes 1
ENSG00000165156	NM_001017926	Homo sapiens	zinc fingers and homeoboxes 1
ENSG00000050344	NM_004289	Homo sapiens	nuclear factor (erythroid-derived 2)-like 3
ENSG00000185507	NM_004029	Homo sapiens	interferon regulatory factor 7
ENSG00000185507	NM_001572	Homo sapiens	interferon regulatory factor 7
ENSG00000185507	NM_004031	Homo sapiens	interferon regulatory factor 7
ENSG00000142025	NM_001040283	Homo sapiens	DMRT-like family C2
ENSG00000136997	NM_002467	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog (avian)
ENSG00000137709	NM_014352	Homo sapiens	POU class 2 homeobox 3
ENSG00000186026	NM_001037813	Homo sapiens	zinc finger protein 284
ENSG00000198440	NM_001159860	Homo sapiens	zinc finger protein 583
ENSG00000198440	NM_001159861	Homo sapiens	zinc finger protein 583
ENSG00000198440	NM_152478	Homo sapiens	zinc finger protein 583
ENSG00000179528	NM_001009812	Homo sapiens	ladybird homeobox 2
ENSG00000074657	NM_018181	Homo sapiens	similar to zinc finger protein 347; zinc finger protein 532
ENSG00000206510	NM_001109809	Homo sapiens	zinc finger protein 57 homolog (mouse)
ENSG00000156853	NM_138447	Homo sapiens	zinc finger protein 689
ENSG00000169155	NM_014007	Homo sapiens	zinc finger and BTB domain containing 43
ENSG00000169155	NM_001135776	Homo sapiens	zinc finger and BTB domain containing 43
ENSG00000074047	NM_005270	Homo sapiens	GLI family zinc finger 2
ENSG00000196826	NM_152601	Homo sapiens	zinc finger protein 709
ENSG00000196826	NM_001145647	Homo sapiens	zinc finger protein 709
ENSG00000197063	NM_032711	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
ENSG00000197063	NM_002359	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
ENSG00000178860	NM_005098	Homo sapiens	musculin (activated B-cell factor-1)
ENSG00000180613	NM_133267	Homo sapiens	GS homeobox 2
ENSG00000139613	NM_139067	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSG00000139613	NM_003075	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSG00000139613	NM_001130420	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSG00000186020	NM_020951	Homo sapiens	zinc finger protein 529
ENSG00000186020	NM_001145650	Homo sapiens	zinc finger protein 529
ENSG00000186020	NM_001145649	Homo sapiens	zinc finger protein 529
ENSG00000102804	NM_006022	Homo sapiens	TSC22 domain family, member 1
ENSG00000102804	NM_183422	Homo sapiens	TSC22 domain family, member 1
ENSG00000130856	NM_007345	Homo sapiens	zinc finger protein 236
ENSG00000166211	NM_152323	Homo sapiens	Spi-C transcription factor (Spi-1/PU.1 related)
ENSG00000071564	NM_001136139	Homo sapiens	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)
ENSG00000071564	NM_003200	Homo sapiens	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)
ENSG00000184271	NM_002702	Homo sapiens	POU class 6 homeobox 1
ENSG00000129911	NM_031918	Homo sapiens	Kruppel-like factor 16
ENSG00000178665	NM_182633	Homo sapiens	zinc finger protein 713
ENSG00000120656	NM_005644	Homo sapiens	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa
ENSG00000120656	NM_001135218	Homo sapiens	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa
ENSG00000105136	NM_001098495	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_001098496	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_001098493	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_001098494	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_024691	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_001098492	Homo sapiens	zinc finger protein 419
ENSG00000105136	NM_001098491	Homo sapiens	zinc finger protein 419
ENSG00000215756	NM_000039	Homo sapiens	apolipoprotein A-I
ENSG00000197961	NM_001008727	Homo sapiens	zinc finger protein 121
ENSG00000176842	NM_005853	Homo sapiens	iroquois homeobox 5
ENSG00000186019	NM_013398	Homo sapiens	zinc finger protein 224
ENSG00000186230	NM_001023561	Homo sapiens	zinc finger protein 749
ENSG00000186017	NM_001145344	Homo sapiens	zinc finger protein 566
ENSG00000186017	NM_001145345	Homo sapiens	zinc finger protein 566
ENSG00000186017	NM_032838	Homo sapiens	zinc finger protein 566
ENSG00000186017	NM_001145343	Homo sapiens	zinc finger protein 566
ENSG00000196437	NM_152484	Homo sapiens	zinc finger protein 569
ENSG00000204595	NM_001012728	Homo sapiens	divergent-paired related homeobox pseudogene 4; divergent-paired related homeobox
ENSG00000173451	NM_031435	Homo sapiens	THAP domain containing, apoptosis associated protein 2
ENSG00000151379	NM_001105569	Homo sapiens	mesogenin 1
ENSG00000131721	NM_032498	Homo sapiens	Rhox homeobox family, member 2
ENSG00000175592	NM_005438	Homo sapiens	FOS-like antigen 1
ENSG00000001167	NM_021705	Homo sapiens	nuclear transcription factor Y, alpha
ENSG00000001167	NM_002505	Homo sapiens	nuclear transcription factor Y, alpha
ENSG00000164093	NM_153427	Homo sapiens	paired-like homeodomain 2
ENSG00000164093	NM_153426	Homo sapiens	paired-like homeodomain 2
ENSG00000164093	NM_000325	Homo sapiens	paired-like homeodomain 2
ENSG00000215356	XM_001720735	Homo sapiens	hypothetical protein LOC100132396
ENSG00000111249	NM_015267	Homo sapiens	cut-like homeobox 2
ENSG00000166925	NM_030935	Homo sapiens	TSC22 domain family, member 4
ENSG00000162676	NM_001127215	Homo sapiens	growth factor independent 1 transcription repressor
ENSG00000162676	NM_001127216	Homo sapiens	growth factor independent 1 transcription repressor
ENSG00000162676	NM_005263	Homo sapiens	growth factor independent 1 transcription repressor
ENSG00000184280	NM_152354	Homo sapiens	zinc finger protein 285B; zinc finger protein 285A; zinc finger protein 806
ENSG00000184280	XM_001724242	Homo sapiens	zinc finger protein 285B; zinc finger protein 285A; zinc finger protein 806
ENSG00000184280	XM_002345581	Homo sapiens	zinc finger protein 285B; zinc finger protein 285A; zinc finger protein 806
ENSG00000184280	XM_497879	Homo sapiens	zinc finger protein 285B; zinc finger protein 285A; zinc finger protein 806
ENSG00000128652	NM_006898	Homo sapiens	homeobox D3
ENSG00000090612	NM_015394	Homo sapiens	zinc finger protein 10
ENSG00000150907	NM_002015	Homo sapiens	forkhead box O1
ENSG00000007968	NM_004091	Homo sapiens	E2F transcription factor 2
ENSG00000196843	NM_212481	Homo sapiens	AT rich interactive domain 5A (MRF1-like)
ENSG00000198846	NM_014729	Homo sapiens	thymocyte selection-associated high mobility group box
ENSG00000185122	NM_005526	Homo sapiens	heat shock transcription factor 1
ENSG00000120669	NM_001144982	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000120669	NM_001144981	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000120669	NM_001144986	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000120669	NM_001144985	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000120669	NM_001144984	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000120669	NM_001144983	Homo sapiens	chromosome 13 open reading frame 38
ENSG00000204793	NM_001085476	Homo sapiens	forkhead box D4-like 6
ENSG00000167081	NM_006195	Homo sapiens	pre-B-cell leukemia homeobox 3
ENSG00000167081	NM_001134778	Homo sapiens	pre-B-cell leukemia homeobox 3
ENSG00000175322	NM_145287	Homo sapiens	zinc finger protein 519
ENSG00000032219	NM_023000	Homo sapiens	AT rich interactive domain 4A (RBP1-like)
ENSG00000032219	NM_023001	Homo sapiens	AT rich interactive domain 4A (RBP1-like)
ENSG00000032219	NM_002892	Homo sapiens	AT rich interactive domain 4A (RBP1-like)
ENSG00000155545	NM_152622	Homo sapiens	mesoderm induction early response 1, family member 3
ENSG00000197497	NM_024733	Homo sapiens	zinc finger protein 665
ENSG00000181315	NM_024639	Homo sapiens	zinc finger protein 322A
ENSG00000196418	NM_003431	Homo sapiens	zinc finger protein 124
ENSG00000183309	NM_001082480	Homo sapiens	zinc finger protein 623
ENSG00000183309	NM_014789	Homo sapiens	zinc finger protein 623
ENSG00000108312	NM_014233	Homo sapiens	upstream binding transcription factor, RNA polymerase I
ENSG00000108312	NM_001076684	Homo sapiens	upstream binding transcription factor, RNA polymerase I
ENSG00000108312	NM_001076683	Homo sapiens	upstream binding transcription factor, RNA polymerase I
ENSG00000175329	NM_001008494	Homo sapiens	intestine-specific homeobox
ENSG00000089775	NM_006977	Homo sapiens	zinc finger and BTB domain containing 25
ENSG00000177599	NM_152356	Homo sapiens	zinc finger protein 491
ENSG00000170954	NM_001164309	Homo sapiens	zinc finger protein 415
ENSG00000170954	NM_001136038	Homo sapiens	zinc finger protein 415
ENSG00000170954	NM_018355	Homo sapiens	zinc finger protein 415
ENSG00000188994	NM_015021	Homo sapiens	zinc finger protein 292
ENSG00000121297	NM_020856	Homo sapiens	teashirt zinc finger homeobox 3
ENSG00000175325	NM_006261	Homo sapiens	PROP paired-like homeobox 1
ENSG00000180479	NM_016536	Homo sapiens	zinc finger protein 571
ENSG00000173039	NM_001145138	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
ENSG00000173039	NM_021975	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
ENSG00000086102	NM_002504	Homo sapiens	nuclear transcription factor, X-box binding 1
ENSG00000086102	NM_147134	Homo sapiens	nuclear transcription factor, X-box binding 1
ENSG00000086102	NM_147133	Homo sapiens	nuclear transcription factor, X-box binding 1
ENSG00000125347	NM_002198	Homo sapiens	interferon regulatory factor 1
ENSG00000011590	NM_014383	Homo sapiens	zinc finger and BTB domain containing 32
ENSG00000177311	NM_001080412	Homo sapiens	zinc finger and BTB domain containing 38
ENSG00000130827	NM_017514	Homo sapiens	plexin A3
ENSG00000152439	NM_198542	Homo sapiens	zinc finger protein 773
ENSG00000165643	NM_001101677	Homo sapiens	spermatogenesis and oogenesis specific basic helix-loop-helix 1
ENSG00000165643	NM_001012415	Homo sapiens	spermatogenesis and oogenesis specific basic helix-loop-helix 1
ENSG00000107485	NM_002051	Homo sapiens	GATA binding protein 3
ENSG00000107485	NM_001002295	Homo sapiens	GATA binding protein 3
ENSG00000092067	NM_001805	Homo sapiens	CCAAT/enhancer binding protein (C/EBP), epsilon
ENSG00000128645	NM_024501	Homo sapiens	homeobox D1
ENSG00000152433	NM_173631	Homo sapiens	zinc finger protein 547
ENSG00000181722	NM_001164346	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_001164345	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_001164344	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_001164343	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_001164342	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_015642	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000181722	NM_001164347	Homo sapiens	zinc finger and BTB domain containing 20
ENSG00000108753	NM_001165923	Homo sapiens	HNF1 homeobox B
ENSG00000108753	NM_000458	Homo sapiens	HNF1 homeobox B
ENSG00000196428	NM_014779	Homo sapiens	TSC22 domain family, member 2
ENSG00000172379	NM_014862	Homo sapiens	aryl-hydrocarbon receptor nuclear translocator 2
ENSG00000197483	NM_033113	Homo sapiens	zinc finger protein 628
ENSG00000122145	NM_001109878	Homo sapiens	T-box 22
ENSG00000122145	NM_001109879	Homo sapiens	T-box 22
ENSG00000122145	NM_016954	Homo sapiens	T-box 22
ENSG00000196409	NM_001032297	Homo sapiens	zinc finger protein 658 pseudogene; zinc finger protein 658B
ENSG00000130182	NM_032805	Homo sapiens	zinc finger and SCAN domain containing 10
ENSG00000163159	NM_005997	Homo sapiens	vacuolar protein sorting 72 homolog (S. cerevisiae)
ENSG00000130844	NM_018555	Homo sapiens	zinc finger protein 331
ENSG00000130844	NM_001079907	Homo sapiens	zinc finger protein 331
ENSG00000130844	NM_001079906	Homo sapiens	zinc finger protein 331
ENSG00000170949	NM_033288	Homo sapiens	zinc finger protein 160
ENSG00000170949	NM_198893	Homo sapiens	zinc finger protein 160
ENSG00000170949	NM_001102603	Homo sapiens	zinc finger protein 160
ENSG00000116731	NM_001007257	Homo sapiens	PR domain containing 2, with ZNF domain
ENSG00000116731	NM_001135610	Homo sapiens	PR domain containing 2, with ZNF domain
ENSG00000116731	NM_015866	Homo sapiens	PR domain containing 2, with ZNF domain
ENSG00000116731	NM_012231	Homo sapiens	PR domain containing 2, with ZNF domain
ENSG00000152443	NM_173632	Homo sapiens	zinc finger protein 776
ENSG00000185551	NM_001145156	Homo sapiens	nuclear receptor subfamily 2, group F, member 2
ENSG00000185551	NM_001145155	Homo sapiens	nuclear receptor subfamily 2, group F, member 2
ENSG00000185551	NM_001145157	Homo sapiens	nuclear receptor subfamily 2, group F, member 2
ENSG00000185551	NM_021005	Homo sapiens	nuclear receptor subfamily 2, group F, member 2
ENSG00000182742	NM_024015	Homo sapiens	homeobox B4
ENSG00000196417	NM_001040185	Homo sapiens	zinc finger protein 765
ENSG00000115966	NM_001880	Homo sapiens	activating transcription factor 2
ENSG00000118217	NM_007348	Homo sapiens	activating transcription factor 6
ENSG00000135457	NM_005653	Homo sapiens	transcription factor CP2
ENSG00000196605	NM_001077624	Homo sapiens	zinc finger protein 846
ENSG00000163508	NM_005442	Homo sapiens	eomesodermin homolog (Xenopus laevis)
ENSG00000173011	NM_152293	Homo sapiens	transcriptional adaptor 2 (ADA2 homolog, yeast)-beta
ENSG00000188629	NM_003451	Homo sapiens	zinc finger protein 177
ENSG00000123307	NM_021191	Homo sapiens	neurogenic differentiation 4
ENSG00000158055	NM_198174	Homo sapiens	grainyhead-like 3 (Drosophila)
ENSG00000158055	NM_198173	Homo sapiens	grainyhead-like 3 (Drosophila)
ENSG00000158055	NM_021180	Homo sapiens	grainyhead-like 3 (Drosophila)
ENSG00000188620	NM_001105574	Homo sapiens	H6 family homeobox 3
ENSG00000135625	NM_001965	Homo sapiens	early growth response 4
ENSG00000152454	NM_005773	Homo sapiens	zinc finger protein 256
ENSG00000130803	NM_020933	Homo sapiens	zinc finger protein 317
ENSG00000173404	NM_002196	Homo sapiens	insulinoma-associated 1
ENSG00000079432	NM_015125	Homo sapiens	capicua homolog (Drosophila)
ENSG00000142065	NM_020917	Homo sapiens	zinc finger protein 14 homolog (mouse)
ENSG00000064961	NM_006339	Homo sapiens	high-mobility group 20B
ENSG00000163132	NM_002448	Homo sapiens	msh homeobox 1
ENSG00000170927	NM_170724	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)
ENSG00000170927	NM_138694	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)
ENSG00000078900	NM_001126241	Homo sapiens	tumor protein p73
ENSG00000078900	NM_001126240	Homo sapiens	tumor protein p73
ENSG00000078900	NM_001126242	Homo sapiens	tumor protein p73
ENSG00000078900	NM_005427	Homo sapiens	tumor protein p73
ENSG00000135638	NM_004097	Homo sapiens	empty spiracles homeobox 1
ENSG00000116990	NM_001033082	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
ENSG00000116990	NM_001033081	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
ENSG00000116990	NM_005376	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
ENSG00000139445	NM_213596	Homo sapiens	forkhead box N4
ENSG00000108175	NM_020338	Homo sapiens	zinc finger, MIZ-type containing 1
ENSG00000169635	NM_015094	Homo sapiens	hypermethylated in cancer 2
ENSG00000152467	NM_182572	Homo sapiens	zinc finger and SCAN domain containing 1
ENSG00000166261	NM_003455	Homo sapiens	zinc finger protein 202
ENSG00000128610	NM_001024613	Homo sapiens	FEZ family zinc finger 1
ENSG00000128610	NM_001160264	Homo sapiens	FEZ family zinc finger 1
ENSG00000130818	NM_024106	Homo sapiens	zinc finger protein 426
ENSG00000221818	NM_022659	Homo sapiens	early B-cell factor 2
ENSG00000164256	NM_020227	Homo sapiens	PR domain containing 9
ENSG00000148737	NM_001146285	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000148737	NM_001146284	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000148737	NM_030756	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000148737	NM_001146286	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000148737	NM_001146283	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000148737	NM_001146274	Homo sapiens	transcription factor 7-like 2 (T-cell specific, HMG-box)
ENSG00000171786	NM_005598	Homo sapiens	nescient helix loop helix 1
ENSG00000112333	NM_003269	Homo sapiens	nuclear receptor subfamily 2, group E, member 1
ENSG00000122515	NM_031449	Homo sapiens	zinc finger, MIZ-type containing 2
ENSG00000122515	NM_174929	Homo sapiens	zinc finger, MIZ-type containing 2
ENSG00000116035	NM_012476	Homo sapiens	ventral anterior homeobox 2
ENSG00000162624	NM_001001933	Homo sapiens	LIM homeobox 8
ENSG00000181965	NM_006161	Homo sapiens	neurogenin 1
ENSG00000091656	NM_024721	Homo sapiens	zinc finger homeobox 4
ENSG00000118260	NM_134442	Homo sapiens	cAMP responsive element binding protein 1
ENSG00000118260	NM_004379	Homo sapiens	cAMP responsive element binding protein 1
ENSG00000189299	NM_198451	Homo sapiens	forkhead box R2
ENSG00000177551	NM_005599	Homo sapiens	nescient helix loop helix 2
ENSG00000177551	NM_001111061	Homo sapiens	nescient helix loop helix 2
ENSG00000189298	NM_024493	Homo sapiens	zinc finger with KRAB and SCAN domains 3
ENSG00000112561	NM_007162	Homo sapiens	transcription factor EB
ENSG00000112561	NM_001167827	Homo sapiens	transcription factor EB
ENSG00000118263	NM_003709	Homo sapiens	Kruppel-like factor 7 (ubiquitous)
ENSG00000064995	NM_005643	Homo sapiens	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa
ENSG00000117625	NM_001136223	Homo sapiens	REST corepressor 3
ENSG00000117625	NM_001136224	Homo sapiens	REST corepressor 3
ENSG00000117625	NM_001136225	Homo sapiens	REST corepressor 3
ENSG00000117625	NM_018254	Homo sapiens	REST corepressor 3
ENSG00000171574	NM_207395	Homo sapiens	zinc finger protein 324B
ENSG00000174279	NM_001080458	Homo sapiens	even-skipped homeobox 2
ENSG00000164048	NM_016089	Homo sapiens	zinc finger protein 589
ENSG00000189079	NM_152641	Homo sapiens	AT rich interactive domain 2 (ARID, RFX-like)
ENSG00000030419	NM_016260	Homo sapiens	IKAROS family zinc finger 2 (Helios)
ENSG00000030419	NM_001079526	Homo sapiens	IKAROS family zinc finger 2 (Helios)
ENSG00000205899	XM_001125971	Homo sapiens	basic helix-loop-helix family, member a9
ENSG00000205899	NM_001164405	Homo sapiens	basic helix-loop-helix family, member a9
ENSG00000205899	XM_001126841	Homo sapiens	basic helix-loop-helix family, member a9
ENSG00000205899	XM_001716976	Homo sapiens	basic helix-loop-helix family, member a9
ENSG00000173276	NM_020727	Homo sapiens	zinc finger protein 295
ENSG00000173276	NM_001098403	Homo sapiens	zinc finger protein 295
ENSG00000173276	NM_001098402	Homo sapiens	zinc finger protein 295
ENSG00000078246	NM_001160408	Homo sapiens	tubby like protein 3
ENSG00000078246	NM_003324	Homo sapiens	tubby like protein 3
ENSG00000136931	NM_004959	Homo sapiens	nuclear receptor subfamily 5, group A, member 1
ENSG00000171161	XM_001714091	Homo sapiens	zinc finger protein 672; hypothetical LOC100130262
ENSG00000171161	XM_001724354	Homo sapiens	zinc finger protein 672; hypothetical LOC100130262
ENSG00000171161	NM_024836	Homo sapiens	zinc finger protein 672; hypothetical LOC100130262
ENSG00000171161	XM_001724097	Homo sapiens	zinc finger protein 672; hypothetical LOC100130262
ENSG00000182968	NM_005986	Homo sapiens	SRY (sex determining region Y)-box 1
ENSG00000173275	NM_152695	Homo sapiens	zinc finger protein 449
ENSG00000147862	NM_005596	Homo sapiens	nuclear factor I/B
ENSG00000171163	NM_017865	Homo sapiens	zinc finger protein 692
ENSG00000171163	NM_001136036	Homo sapiens	zinc finger protein 692
ENSG00000128604	NM_001098628	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_001098629	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_001098627	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_001098630	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_002200	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_001098631	Homo sapiens	interferon regulatory factor 5
ENSG00000128604	NM_032643	Homo sapiens	interferon regulatory factor 5
ENSG00000018869	NM_144690	Homo sapiens	zinc finger protein 582
ENSG00000132846	NM_032367	Homo sapiens	zinc finger, BED-type containing 3
ENSG00000165606	NM_001080520	Homo sapiens	dorsal root ganglia homeobox
ENSG00000179588	NM_153813	Homo sapiens	zinc finger protein, multitype 1
ENSG00000039600	NM_007017	Homo sapiens	SRY (sex determining region Y)-box 30
ENSG00000039600	NM_178424	Homo sapiens	SRY (sex determining region Y)-box 30
ENSG00000166478	NM_003442	Homo sapiens	zinc finger protein 143
ENSG00000049768	NM_001114377	Homo sapiens	forkhead box P3
ENSG00000049768	NM_014009	Homo sapiens	forkhead box P3
ENSG00000116044	NM_006164	Homo sapiens	nuclear factor (erythroid-derived 2)-like 2
ENSG00000116044	NM_001145412	Homo sapiens	nuclear factor (erythroid-derived 2)-like 2
ENSG00000116044	NM_001145413	Homo sapiens	nuclear factor (erythroid-derived 2)-like 2
ENSG00000103460	NM_001080430	Homo sapiens	TOX high mobility group box family member 3
ENSG00000103460	NM_001146188	Homo sapiens	TOX high mobility group box family member 3
ENSG00000197782	NM_001142579	Homo sapiens	zinc finger protein 780A
ENSG00000197782	NM_001142578	Homo sapiens	zinc finger protein 780A
ENSG00000197782	NM_001142577	Homo sapiens	zinc finger protein 780A
ENSG00000197782	NM_001010880	Homo sapiens	zinc finger protein 780A
ENSG00000174282	NM_020899	Homo sapiens	zinc finger and BTB domain containing 4
ENSG00000174282	NM_001128833	Homo sapiens	zinc finger and BTB domain containing 4
ENSG00000173673	NM_001024598	Homo sapiens	hairy and enhancer of split 3 (Drosophila)
ENSG00000182983	NM_207404	Homo sapiens	zinc finger protein 662
ENSG00000182983	NM_001134656	Homo sapiens	zinc finger protein 662
ENSG00000182986	NM_207333	Homo sapiens	zinc finger protein 320
ENSG00000196653	NM_001134442	Homo sapiens	zinc finger protein 502
ENSG00000196653	NM_001134441	Homo sapiens	zinc finger protein 502
ENSG00000196653	NM_033210	Homo sapiens	zinc finger protein 502
ENSG00000196653	NM_001134440	Homo sapiens	zinc finger protein 502
ENSG00000118922	NM_007249	Homo sapiens	Kruppel-like factor 12
ENSG00000189067	NM_004862	Homo sapiens	lipopolysaccharide-induced TNF factor
ENSG00000189067	NM_001136473	Homo sapiens	lipopolysaccharide-induced TNF factor
ENSG00000189067	NM_001136472	Homo sapiens	lipopolysaccharide-induced TNF factor
ENSG00000196652	NM_014569	Homo sapiens	zinc finger with KRAB and SCAN domains 5
ENSG00000196652	NM_145102	Homo sapiens	zinc finger with KRAB and SCAN domains 5
ENSG00000122386	NM_003456	Homo sapiens	zinc finger protein 205
ENSG00000122386	NM_001042428	Homo sapiens	zinc finger protein 205
ENSG00000129071	NM_003925	Homo sapiens	methyl-CpG binding domain protein 4
ENSG00000182979	NM_004689	Homo sapiens	metastasis associated 1
ENSG00000165804	NM_001101672	Homo sapiens	zinc finger protein 219
ENSG00000165804	NM_001102454	Homo sapiens	zinc finger protein 219
ENSG00000165804	NM_016423	Homo sapiens	zinc finger protein 219
ENSG00000136944	NM_002316	Homo sapiens	LIM homeobox transcription factor 1, beta
ENSG00000185591	NM_003109	Homo sapiens	Sp1 transcription factor
ENSG00000185591	NM_138473	Homo sapiens	Sp1 transcription factor
ENSG00000132005	NM_002918	Homo sapiens	regulatory factor X, 1 (influences HLA class II expression)
ENSG00000174255	NM_007136	Homo sapiens	zinc finger protein 80
ENSG00000162601	NM_001085487	Homo sapiens	Myb-like, SWIRM and MPN domains 1
ENSG00000124203	NM_178457	Homo sapiens	zinc finger protein 831
ENSG00000157514	NM_198057	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
ENSG00000157514	NM_004089	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
ENSG00000157514	NM_001015881	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
ENSG00000157514	NM_015124	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
ENSG00000197779	NM_007137	Homo sapiens	zinc finger protein 81
ENSG00000196646	NM_003437	Homo sapiens	zinc finger protein 136
ENSG00000103241	NM_001451	Homo sapiens	forkhead box F1
ENSG00000132010	NM_021143	Homo sapiens	zinc finger protein 20
ENSG00000173253	NM_001130865	Homo sapiens	doublesex and mab-3 related transcription factor 2
ENSG00000173253	NM_181872	Homo sapiens	doublesex and mab-3 related transcription factor 2
ENSG00000173253	NM_006557	Homo sapiens	doublesex and mab-3 related transcription factor 2
ENSG00000148704	NM_001112704	Homo sapiens	ventral anterior homeobox 1
ENSG00000148704	NM_199131	Homo sapiens	ventral anterior homeobox 1
ENSG00000213762	NM_003435	Homo sapiens	zinc finger protein 134
ENSG00000181220	NM_152557	Homo sapiens	zinc finger protein 746
ENSG00000181220	NM_001163474	Homo sapiens	zinc finger protein 746
ENSG00000197279	NM_003447	Homo sapiens	zinc finger protein 165
ENSG00000173258	NM_133464	Homo sapiens	zinc finger protein 483
ENSG00000173258	NM_001007169	Homo sapiens	zinc finger protein 483
ENSG00000168214	NM_203283	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region
ENSG00000168214	NM_203284	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region
