From	To	Species	Gene Name
ENSMUSG00000078864	XM_894982	Mus musculus	predicted gene 14322
ENSMUSG00000037395	NM_144814	Mus musculus	REST corepressor 3
ENSMUSG00000028423	NM_023739	Mus musculus	nuclear transcription factor, X-box binding 1
ENSMUSG00000054360	NM_178245	Mus musculus	brain specific homeobox
ENSMUSG00000060427	NM_172754	Mus musculus	zinc finger protein 868
ENSMUSG00000060427	NM_001045553	Mus musculus	zinc finger protein 868
ENSMUSG00000062651	XM_622081	Mus musculus	predicted gene 16501; predicted gene 6026; RIKEN cDNA 1700113O17 gene
ENSMUSG00000062651	XM_001478281	Mus musculus	predicted gene 16501; predicted gene 6026; RIKEN cDNA 1700113O17 gene
ENSMUSG00000062651	NM_001113395	Mus musculus	predicted gene 16501; predicted gene 6026; RIKEN cDNA 1700113O17 gene
ENSMUSG00000062651	XM_001478250	Mus musculus	predicted gene 16501; predicted gene 6026; RIKEN cDNA 1700113O17 gene
ENSMUSG00000062651	NM_026627	Mus musculus	predicted gene 16501; predicted gene 6026; RIKEN cDNA 1700113O17 gene
ENSMUSG00000055202	NM_183177	Mus musculus	zinc finger protein 811
ENSMUSG00000039834	NM_199027	Mus musculus	zinc finger protein 335
ENSMUSG00000015627	NM_008093	Mus musculus	GATA binding protein 5
ENSMUSG00000046160	NM_016968	Mus musculus	oligodendrocyte transcription factor 1
ENSMUSG00000030557	XM_001478863	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
ENSMUSG00000030557	NM_001033713	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
ENSMUSG00000039830	NM_016967	Mus musculus	oligodendrocyte transcription factor 2
ENSMUSG00000030551	NM_183261	Mus musculus	similar to COUP-TFI; nuclear receptor subfamily 2, group F, member 2
ENSMUSG00000030551	XM_001475459	Mus musculus	similar to COUP-TFI; nuclear receptor subfamily 2, group F, member 2
ENSMUSG00000030551	NM_009697	Mus musculus	similar to COUP-TFI; nuclear receptor subfamily 2, group F, member 2
ENSMUSG00000030757	NM_001081329	Mus musculus	zinc finger with KRAB and SCAN domains 2
ENSMUSG00000066687	NM_001033324	Mus musculus	zinc finger and BTB domain containing 16
ENSMUSG00000001065	NM_020497	Mus musculus	zinc finger protein (C2H2 type) 276
ENSMUSG00000033249	NM_011939	Mus musculus	heat shock transcription factor 4
ENSMUSG00000067931	NM_001002008	Mus musculus	cDNA sequence BC049807
ENSMUSG00000030753	NM_028410	Mus musculus	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
ENSMUSG00000052751	NM_175099	Mus musculus	replication initiator 1
ENSMUSG00000052751	NM_001079901	Mus musculus	replication initiator 1
ENSMUSG00000052751	NM_001079903	Mus musculus	replication initiator 1
ENSMUSG00000052751	NM_001079902	Mus musculus	replication initiator 1
ENSMUSG00000052751	NM_001079905	Mus musculus	replication initiator 1
ENSMUSG00000052751	NM_001079904	Mus musculus	replication initiator 1
ENSMUSG00000046556	NM_024467	Mus musculus	zinc finger protein 319
ENSMUSG00000067261	NM_010425	Mus musculus	forkhead box D3
ENSMUSG00000047412	NM_177768	Mus musculus	zinc finger and BTB domain containing 44
ENSMUSG00000047412	NM_172765	Mus musculus	zinc finger and BTB domain containing 44
ENSMUSG00000047412	NM_001115130	Mus musculus	zinc finger and BTB domain containing 44
ENSMUSG00000024563	NM_010754	Mus musculus	MAD homolog 2 (Drosophila)
ENSMUSG00000033837	NM_007989	Mus musculus	forkhead box H1
ENSMUSG00000078886	NM_001164689	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480586	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480607	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001101804	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480913	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001113806	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001481229	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001100416	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001100415	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_902710	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001472180	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001487779	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001099327	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001472096	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001481230	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_902322	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	NM_001099349	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001004273	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480593	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_902680	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480589	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078886	XM_001480597	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000032584	NM_009074	Mus musculus	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
ENSMUSG00000078885	NM_001164689	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480586	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480607	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001101804	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480913	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001113806	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001481229	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001100416	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001100415	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_902710	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001472180	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001487779	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001099327	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001472096	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001481230	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_902322	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	NM_001099349	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001004273	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480593	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_902680	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480589	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078885	XM_001480597	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
